Direction,Score,MaxTile,MoveTime(ms),EmptyTiles,Timestamp,SourceFile
Left,540,64,317,6,2025-05-21T10:20:22.907Z,full_game_data (23).csv
Up,548,64,4,6,2025-05-21T10:20:22.911Z,full_game_data (23).csv
Left,548,64,112,5,2025-05-21T10:20:23.023Z,full_game_data (23).csv
Up,552,64,10,5,2025-05-21T10:20:23.033Z,full_game_data (23).csv
Up,556,64,223,5,2025-05-21T10:20:23.256Z,full_game_data (23).csv
Left,560,64,24,5,2025-05-21T10:20:23.280Z,full_game_data (23).csv
Left,560,64,197,4,2025-05-21T10:20:23.477Z,full_game_data (23).csv
Up,560,64,18,3,2025-05-21T10:20:23.495Z,full_game_data (23).csv
Left,564,64,269,3,2025-05-21T10:20:23.764Z,full_game_data (23).csv
Up,576,64,229,4,2025-05-21T10:20:23.993Z,full_game_data (23).csv
Up,592,64,7,4,2025-05-21T10:20:24.000Z,full_game_data (23).csv
Left,628,64,4,5,2025-05-21T10:20:24.004Z,full_game_data (23).csv
Up,636,64,130,5,2025-05-21T10:20:24.134Z,full_game_data (23).csv
Left,636,64,15,4,2025-05-21T10:20:24.149Z,full_game_data (23).csv
Up,640,64,339,4,2025-05-21T10:20:24.488Z,full_game_data (23).csv
Up,640,64,103,3,2025-05-21T10:20:24.591Z,full_game_data (23).csv
Left,640,64,26,2,2025-05-21T10:20:24.617Z,full_game_data (23).csv
Left,644,64,200,2,2025-05-21T10:20:24.817Z,full_game_data (23).csv
Up,652,64,12,2,2025-05-21T10:20:24.829Z,full_game_data (23).csv
Left,672,64,197,3,2025-05-21T10:20:25.026Z,full_game_data (23).csv
Up,684,64,21,4,2025-05-21T10:20:25.047Z,full_game_data (23).csv
Up,700,64,254,4,2025-05-21T10:20:25.301Z,full_game_data (23).csv
Left,704,64,11,4,2025-05-21T10:20:25.312Z,full_game_data (23).csv
Left,704,64,233,3,2025-05-21T10:20:25.545Z,full_game_data (23).csv
Up,708,64,15,3,2025-05-21T10:20:25.560Z,full_game_data (23).csv
Left,716,64,176,3,2025-05-21T10:20:25.737Z,full_game_data (23).csv
Up,716,64,18,2,2025-05-21T10:20:25.754Z,full_game_data (23).csv
Up,736,64,360,3,2025-05-21T10:20:26.114Z,full_game_data (23).csv
Left,748,64,7,4,2025-05-21T10:20:26.121Z,full_game_data (23).csv
Left,748,64,92,3,2025-05-21T10:20:26.213Z,full_game_data (23).csv
Up,748,64,23,2,2025-05-21T10:20:26.236Z,full_game_data (23).csv
Left,764,64,124,4,2025-05-21T10:20:26.360Z,full_game_data (23).csv
Up,764,64,6,3,2025-05-21T10:20:26.366Z,full_game_data (23).csv
Left,764,64,196,2,2025-05-21T10:20:26.562Z,full_game_data (23).csv
Up,768,64,24,2,2025-05-21T10:20:26.586Z,full_game_data (23).csv
Left,768,64,218,1,2025-05-21T10:20:26.804Z,full_game_data (23).csv
Up,780,64,11,2,2025-05-21T10:20:26.815Z,full_game_data (23).csv
Left,780,64,257,1,2025-05-21T10:20:27.072Z,full_game_data (23).csv
Up,792,64,26,2,2025-05-21T10:20:27.098Z,full_game_data (23).csv
Up,792,64,138,1,2025-05-21T10:20:27.236Z,full_game_data (23).csv
Up,0,2,862,14,2025-05-21T10:19:28.444Z,full_game_data (22).csv
Up,0,2,87,13,2025-05-21T10:19:28.531Z,full_game_data (22).csv
Up,4,4,317,13,2025-05-21T10:19:28.848Z,full_game_data (22).csv
Up,4,4,245,12,2025-05-21T10:19:29.093Z,full_game_data (22).csv
Up,8,4,9,12,2025-05-21T10:19:29.102Z,full_game_data (22).csv
Up,8,4,207,11,2025-05-21T10:19:29.309Z,full_game_data (22).csv
Up,8,4,180,10,2025-05-21T10:19:29.489Z,full_game_data (22).csv
Up,12,4,190,10,2025-05-21T10:19:29.680Z,full_game_data (22).csv
Up,12,4,193,9,2025-05-21T10:19:29.872Z,full_game_data (22).csv
Up,16,4,224,9,2025-05-21T10:19:30.096Z,full_game_data (22).csv
Up,24,8,199,9,2025-05-21T10:19:30.295Z,full_game_data (22).csv
Up,28,8,391,9,2025-05-21T10:19:30.687Z,full_game_data (22).csv
Up,40,8,63,10,2025-05-21T10:19:30.749Z,full_game_data (22).csv
Up,48,8,156,10,2025-05-21T10:19:30.905Z,full_game_data (22).csv
Up,52,8,274,10,2025-05-21T10:19:31.179Z,full_game_data (22).csv
Up,52,8,130,9,2025-05-21T10:19:31.309Z,full_game_data (22).csv
Up,52,8,229,8,2025-05-21T10:19:31.538Z,full_game_data (22).csv
Up,52,8,199,7,2025-05-21T10:19:31.737Z,full_game_data (22).csv
Up,56,8,208,7,2025-05-21T10:19:31.945Z,full_game_data (22).csv
Up,56,8,199,6,2025-05-21T10:19:32.144Z,full_game_data (22).csv
Up,60,8,407,6,2025-05-21T10:19:32.551Z,full_game_data (22).csv
Up,72,8,211,7,2025-05-21T10:19:32.762Z,full_game_data (22).csv
Up,88,16,244,7,2025-05-21T10:19:33.006Z,full_game_data (22).csv
Up,92,16,362,7,2025-05-21T10:19:33.368Z,full_game_data (22).csv
Up,92,16,102,6,2025-05-21T10:19:33.470Z,full_game_data (22).csv
Up,96,16,210,6,2025-05-21T10:19:33.680Z,full_game_data (22).csv
Up,96,16,247,5,2025-05-21T10:19:33.927Z,full_game_data (22).csv
Up,100,16,211,5,2025-05-21T10:19:34.138Z,full_game_data (22).csv
Up,108,16,311,5,2025-05-21T10:19:34.449Z,full_game_data (22).csv
Up,124,16,491,5,2025-05-21T10:19:34.940Z,full_game_data (22).csv
Up,128,16,15,5,2025-05-21T10:19:34.955Z,full_game_data (22).csv
Up,132,16,244,5,2025-05-21T10:19:35.199Z,full_game_data (22).csv
Up,140,16,195,5,2025-05-21T10:19:35.394Z,full_game_data (22).csv
Up,144,16,232,5,2025-05-21T10:19:35.626Z,full_game_data (22).csv
Up,148,16,231,5,2025-05-21T10:19:35.857Z,full_game_data (22).csv
Up,156,16,240,5,2025-05-21T10:19:36.097Z,full_game_data (22).csv
Up,176,16,282,6,2025-05-21T10:19:36.379Z,full_game_data (22).csv
Up,188,16,175,7,2025-05-21T10:19:36.554Z,full_game_data (22).csv
Up,212,16,234,8,2025-05-21T10:19:36.788Z,full_game_data (22).csv
Up,212,16,233,7,2025-05-21T10:19:37.021Z,full_game_data (22).csv
Up,212,16,279,6,2025-05-21T10:19:37.300Z,full_game_data (22).csv
Right,216,16,458,6,2025-05-21T10:19:37.758Z,full_game_data (22).csv
Up,284,32,1276,8,2025-05-21T10:19:39.034Z,full_game_data (22).csv
Left,292,32,749,8,2025-05-21T10:19:39.783Z,full_game_data (22).csv
Down,376,64,949,10,2025-05-21T10:19:40.732Z,full_game_data (22).csv
Left,384,64,1155,10,2025-05-21T10:19:41.887Z,full_game_data (22).csv
Up,384,64,663,9,2025-05-21T10:19:42.550Z,full_game_data (22).csv
Right,384,64,1500,8,2025-05-21T10:19:44.050Z,full_game_data (22).csv
Down,392,64,1512,9,2025-05-21T10:19:45.562Z,full_game_data (22).csv
Up,392,64,1050,8,2025-05-21T10:19:46.613Z,full_game_data (22).csv
Right,392,64,789,7,2025-05-21T10:19:47.402Z,full_game_data (22).csv
Down,396,64,1344,7,2025-05-21T10:19:48.745Z,full_game_data (22).csv
Up,396,64,562,6,2025-05-21T10:19:49.307Z,full_game_data (22).csv
Right,396,64,1185,5,2025-05-21T10:19:50.492Z,full_game_data (22).csv
Down,404,64,984,6,2025-05-21T10:19:51.476Z,full_game_data (22).csv
Right,420,64,1044,7,2025-05-21T10:19:52.520Z,full_game_data (22).csv
Up,440,64,965,8,2025-05-21T10:19:53.485Z,full_game_data (22).csv
Left,440,64,712,7,2025-05-21T10:19:54.197Z,full_game_data (22).csv
Down,484,64,1370,9,2025-05-21T10:19:55.567Z,full_game_data (22).csv
Right,484,64,828,8,2025-05-21T10:19:56.395Z,full_game_data (22).csv
Up,484,64,983,7,2025-05-21T10:19:57.378Z,full_game_data (22).csv
Left,488,64,1117,7,2025-05-21T10:19:58.495Z,full_game_data (22).csv
Right,496,64,1325,7,2025-05-21T10:19:59.820Z,full_game_data (22).csv
Down,500,64,710,7,2025-05-21T10:20:00.531Z,full_game_data (22).csv
Right,504,64,941,7,2025-05-21T10:20:01.471Z,full_game_data (22).csv
Right,504,64,1067,6,2025-05-21T10:20:02.538Z,full_game_data (22).csv
Up,504,64,735,5,2025-05-21T10:20:03.273Z,full_game_data (22).csv
Right,508,64,839,5,2025-05-21T10:20:04.112Z,full_game_data (22).csv
Down,512,64,599,5,2025-05-21T10:20:04.711Z,full_game_data (22).csv
Right,520,64,495,5,2025-05-21T10:20:05.206Z,full_game_data (22).csv
Up,536,64,324,5,2025-05-21T10:20:05.530Z,full_game_data (22).csv
Down,536,64,299,4,2025-05-21T10:20:05.829Z,full_game_data (22).csv
Down,540,64,155,4,2025-05-21T10:20:05.984Z,full_game_data (22).csv
Left,548,64,142,4,2025-05-21T10:20:06.126Z,full_game_data (22).csv
Up,572,64,193,6,2025-05-21T10:20:06.319Z,full_game_data (22).csv
Up,572,64,135,5,2025-05-21T10:20:06.454Z,full_game_data (22).csv
Right,572,64,76,4,2025-05-21T10:20:06.530Z,full_game_data (22).csv
Down,604,64,33,4,2025-05-21T10:20:06.563Z,full_game_data (22).csv
Left,608,64,152,4,2025-05-21T10:20:06.715Z,full_game_data (22).csv
Up,608,64,182,3,2025-05-21T10:20:06.897Z,full_game_data (22).csv
Right,620,64,34,4,2025-05-21T10:20:06.931Z,full_game_data (22).csv
Down,628,64,14,4,2025-05-21T10:20:06.945Z,full_game_data (22).csv
Left,632,64,203,4,2025-05-21T10:20:07.149Z,full_game_data (22).csv
Down,636,64,140,4,2025-05-21T10:20:07.288Z,full_game_data (22).csv
Right,636,64,20,3,2025-05-21T10:20:07.308Z,full_game_data (22).csv
Left,640,64,133,3,2025-05-21T10:20:07.441Z,full_game_data (22).csv
Down,644,64,175,3,2025-05-21T10:20:07.616Z,full_game_data (22).csv
Right,652,64,21,3,2025-05-21T10:20:07.637Z,full_game_data (22).csv
Up,668,64,33,3,2025-05-21T10:20:07.670Z,full_game_data (22).csv
Left,672,64,280,3,2025-05-21T10:20:07.950Z,full_game_data (22).csv
Right,688,64,139,4,2025-05-21T10:20:08.089Z,full_game_data (22).csv
Left,704,64,299,4,2025-05-21T10:20:08.388Z,full_game_data (22).csv
Up,704,64,67,3,2025-05-21T10:20:08.455Z,full_game_data (22).csv
Right,776,64,77,5,2025-05-21T10:20:08.532Z,full_game_data (22).csv
Down,792,64,355,5,2025-05-21T10:20:08.887Z,full_game_data (22).csv
Up,828,64,343,6,2025-05-21T10:20:09.230Z,full_game_data (22).csv
Right,828,64,425,5,2025-05-21T10:20:09.655Z,full_game_data (22).csv
Left,836,64,47,5,2025-05-21T10:20:09.703Z,full_game_data (22).csv
Up,840,64,510,5,2025-05-21T10:20:10.212Z,full_game_data (22).csv
Up,0,2,406,14,2025-05-21T10:19:15.487Z,full_game_data (21).csv
Left,4,4,189,14,2025-05-21T10:19:15.676Z,full_game_data (21).csv
Up,4,4,10,13,2025-05-21T10:19:15.686Z,full_game_data (21).csv
Up,4,4,215,12,2025-05-21T10:19:15.902Z,full_game_data (21).csv
Up,8,4,516,12,2025-05-21T10:19:16.417Z,full_game_data (21).csv
Right,8,4,6,11,2025-05-21T10:19:16.423Z,full_game_data (21).csv
Up,8,4,7,10,2025-05-21T10:19:16.430Z,full_game_data (21).csv
Left,12,4,4,10,2025-05-21T10:19:16.434Z,full_game_data (21).csv
Right,20,8,241,10,2025-05-21T10:19:16.675Z,full_game_data (21).csv
Down,24,8,9,10,2025-05-21T10:19:16.684Z,full_game_data (21).csv
Left,28,8,84,10,2025-05-21T10:19:16.768Z,full_game_data (21).csv
Up,36,8,98,10,2025-05-21T10:19:16.866Z,full_game_data (21).csv
Right,36,8,279,9,2025-05-21T10:19:17.145Z,full_game_data (21).csv
Down,40,8,109,9,2025-05-21T10:19:17.254Z,full_game_data (21).csv
Left,44,8,56,9,2025-05-21T10:19:17.310Z,full_game_data (21).csv
Up,44,8,94,8,2025-05-21T10:19:17.404Z,full_game_data (21).csv
Down,60,16,85,8,2025-05-21T10:19:17.489Z,full_game_data (21).csv
Left,60,16,162,7,2025-05-21T10:19:17.651Z,full_game_data (21).csv
Up,72,16,111,8,2025-05-21T10:19:17.762Z,full_game_data (21).csv
Right,72,16,79,7,2025-05-21T10:19:17.841Z,full_game_data (21).csv
Left,80,16,197,8,2025-05-21T10:19:18.038Z,full_game_data (21).csv
Up,88,16,32,8,2025-05-21T10:19:18.071Z,full_game_data (21).csv
Down,88,16,46,7,2025-05-21T10:19:18.116Z,full_game_data (21).csv
Left,92,16,251,7,2025-05-21T10:19:18.367Z,full_game_data (21).csv
Up,100,16,100,7,2025-05-21T10:19:18.467Z,full_game_data (21).csv
Right,100,16,105,6,2025-05-21T10:19:18.572Z,full_game_data (21).csv
Down,104,16,308,6,2025-05-21T10:19:18.880Z,full_game_data (21).csv
Left,112,16,14,6,2025-05-21T10:19:18.894Z,full_game_data (21).csv
Right,132,16,196,7,2025-05-21T10:19:19.090Z,full_game_data (21).csv
Left,132,16,270,6,2025-05-21T10:19:19.360Z,full_game_data (21).csv
Up,132,16,8,5,2025-05-21T10:19:19.368Z,full_game_data (21).csv
Right,168,32,10,6,2025-05-21T10:19:19.378Z,full_game_data (21).csv
Down,172,32,22,6,2025-05-21T10:19:19.400Z,full_game_data (21).csv
Left,184,32,195,7,2025-05-21T10:19:19.595Z,full_game_data (21).csv
Up,200,32,46,7,2025-05-21T10:19:19.641Z,full_game_data (21).csv
Up,200,32,107,6,2025-05-21T10:19:19.748Z,full_game_data (21).csv
Down,204,32,14,6,2025-05-21T10:19:19.762Z,full_game_data (21).csv
Left,204,32,107,5,2025-05-21T10:19:19.869Z,full_game_data (21).csv
Right,208,32,180,5,2025-05-21T10:19:20.049Z,full_game_data (21).csv
Left,216,32,130,5,2025-05-21T10:19:20.179Z,full_game_data (21).csv
Down,232,32,256,5,2025-05-21T10:19:20.435Z,full_game_data (21).csv
Right,240,32,10,6,2025-05-21T10:19:20.445Z,full_game_data (21).csv
Left,260,32,184,8,2025-05-21T10:19:20.629Z,full_game_data (21).csv
Right,260,32,186,7,2025-05-21T10:19:20.815Z,full_game_data (21).csv
Down,260,32,395,6,2025-05-21T10:19:21.210Z,full_game_data (21).csv
Left,264,32,30,6,2025-05-21T10:19:21.240Z,full_game_data (21).csv
Up,264,32,17,5,2025-05-21T10:19:21.257Z,full_game_data (21).csv
Right,296,32,34,5,2025-05-21T10:19:21.291Z,full_game_data (21).csv
Left,300,32,52,5,2025-05-21T10:19:21.343Z,full_game_data (21).csv
Up,300,32,89,4,2025-05-21T10:19:21.432Z,full_game_data (21).csv
Right,300,32,38,3,2025-05-21T10:19:21.470Z,full_game_data (21).csv
Left,304,32,137,3,2025-05-21T10:19:21.607Z,full_game_data (21).csv
Up,304,32,129,2,2025-05-21T10:19:21.736Z,full_game_data (21).csv
Right,312,32,46,3,2025-05-21T10:19:21.782Z,full_game_data (21).csv
Left,320,32,309,3,2025-05-21T10:19:22.091Z,full_game_data (21).csv
Right,324,32,7,3,2025-05-21T10:19:22.098Z,full_game_data (21).csv
Down,332,32,15,3,2025-05-21T10:19:22.113Z,full_game_data (21).csv
Left,420,64,193,6,2025-05-21T10:19:22.306Z,full_game_data (21).csv
Right,428,64,225,6,2025-05-21T10:19:22.531Z,full_game_data (21).csv
Left,444,64,67,6,2025-05-21T10:19:22.598Z,full_game_data (21).csv
Down,448,64,243,6,2025-05-21T10:19:22.841Z,full_game_data (21).csv
Left,480,64,218,6,2025-05-21T10:19:23.059Z,full_game_data (21).csv
Up,480,64,138,5,2025-05-21T10:19:23.197Z,full_game_data (21).csv
Right,480,64,120,4,2025-05-21T10:19:23.317Z,full_game_data (21).csv
Left,484,64,437,4,2025-05-21T10:19:23.754Z,full_game_data (21).csv
Up,496,64,104,5,2025-05-21T10:19:23.858Z,full_game_data (21).csv
Right,504,64,31,5,2025-05-21T10:19:23.889Z,full_game_data (21).csv
Left,516,64,16,6,2025-05-21T10:19:23.905Z,full_game_data (21).csv
Right,516,64,168,5,2025-05-21T10:19:24.073Z,full_game_data (21).csv
Down,516,64,43,4,2025-05-21T10:19:24.116Z,full_game_data (21).csv
Left,536,64,87,5,2025-05-21T10:19:24.203Z,full_game_data (21).csv
Up,536,64,118,4,2025-05-21T10:19:24.321Z,full_game_data (21).csv
Right,536,64,44,3,2025-05-21T10:19:24.366Z,full_game_data (21).csv
Left,540,64,165,3,2025-05-21T10:19:24.530Z,full_game_data (21).csv
Up,544,64,172,3,2025-05-21T10:19:24.702Z,full_game_data (21).csv
Right,556,64,48,4,2025-05-21T10:19:24.750Z,full_game_data (21).csv
Left,572,64,123,4,2025-05-21T10:19:24.873Z,full_game_data (21).csv
Down,572,64,122,3,2025-05-21T10:19:24.995Z,full_game_data (21).csv
Left,580,64,180,3,2025-05-21T10:19:25.175Z,full_game_data (21).csv
Right,620,64,170,5,2025-05-21T10:19:25.345Z,full_game_data (21).csv
Up,620,64,12,4,2025-05-21T10:19:25.357Z,full_game_data (21).csv
Left,696,64,156,6,2025-05-21T10:19:25.513Z,full_game_data (21).csv
Up,0,2,1246,14,2025-05-21T10:18:52.757Z,full_game_data (20).csv
Left,0,2,362,13,2025-05-21T10:18:53.119Z,full_game_data (20).csv
Up,4,4,51,13,2025-05-21T10:18:53.170Z,full_game_data (20).csv
Left,4,4,105,12,2025-05-21T10:18:53.276Z,full_game_data (20).csv
Up,8,4,135,12,2025-05-21T10:18:53.410Z,full_game_data (20).csv
Left,16,8,81,12,2025-05-21T10:18:53.491Z,full_game_data (20).csv
Up,16,8,137,11,2025-05-21T10:18:53.628Z,full_game_data (20).csv
Left,24,8,97,12,2025-05-21T10:18:53.725Z,full_game_data (20).csv
Up,24,8,145,11,2025-05-21T10:18:53.871Z,full_game_data (20).csv
Left,24,8,156,10,2025-05-21T10:18:54.026Z,full_game_data (20).csv
Up,24,8,161,9,2025-05-21T10:18:54.187Z,full_game_data (20).csv
Left,24,8,3,8,2025-05-21T10:18:54.190Z,full_game_data (20).csv
Up,32,8,214,9,2025-05-21T10:18:54.404Z,full_game_data (20).csv
Left,44,8,129,10,2025-05-21T10:18:54.533Z,full_game_data (20).csv
Up,52,8,359,10,2025-05-21T10:18:54.892Z,full_game_data (20).csv
Left,72,16,12,11,2025-05-21T10:18:54.904Z,full_game_data (20).csv
Up,72,16,4,10,2025-05-21T10:18:54.908Z,full_game_data (20).csv
Up,72,16,177,9,2025-05-21T10:18:55.085Z,full_game_data (20).csv
Up,72,16,200,8,2025-05-21T10:18:55.285Z,full_game_data (20).csv
Left,72,16,44,7,2025-05-21T10:18:55.329Z,full_game_data (20).csv
Up,80,16,185,8,2025-05-21T10:18:55.514Z,full_game_data (20).csv
Left,88,16,117,8,2025-05-21T10:18:55.631Z,full_game_data (20).csv
Up,92,16,177,8,2025-05-21T10:18:55.808Z,full_game_data (20).csv
Left,96,16,118,8,2025-05-21T10:18:55.926Z,full_game_data (20).csv
Up,104,16,213,8,2025-05-21T10:18:56.139Z,full_game_data (20).csv
Right,104,16,145,7,2025-05-21T10:18:56.284Z,full_game_data (20).csv
Up,120,16,182,7,2025-05-21T10:18:56.466Z,full_game_data (20).csv
Right,124,16,68,7,2025-05-21T10:18:56.534Z,full_game_data (20).csv
Up,168,32,392,9,2025-05-21T10:18:56.926Z,full_game_data (20).csv
Right,168,32,6,8,2025-05-21T10:18:56.932Z,full_game_data (20).csv
Right,184,32,180,8,2025-05-21T10:18:57.112Z,full_game_data (20).csv
Up,188,32,2,8,2025-05-21T10:18:57.114Z,full_game_data (20).csv
Right,192,32,266,8,2025-05-21T10:18:57.380Z,full_game_data (20).csv
Up,192,32,18,7,2025-05-21T10:18:57.398Z,full_game_data (20).csv
Up,196,32,100,7,2025-05-21T10:18:57.498Z,full_game_data (20).csv
Right,204,32,6,7,2025-05-21T10:18:57.504Z,full_game_data (20).csv
Up,204,32,188,6,2025-05-21T10:18:57.692Z,full_game_data (20).csv
Up,208,32,155,6,2025-05-21T10:18:57.847Z,full_game_data (20).csv
Up,208,32,236,5,2025-05-21T10:18:58.083Z,full_game_data (20).csv
Right,212,32,3,5,2025-05-21T10:18:58.086Z,full_game_data (20).csv
Up,224,32,187,6,2025-05-21T10:18:58.273Z,full_game_data (20).csv
Right,228,32,12,6,2025-05-21T10:18:58.285Z,full_game_data (20).csv
Up,236,32,236,6,2025-05-21T10:18:58.521Z,full_game_data (20).csv
Right,236,32,3,5,2025-05-21T10:18:58.524Z,full_game_data (20).csv
Up,240,32,155,5,2025-05-21T10:18:58.679Z,full_game_data (20).csv
Up,240,32,510,4,2025-05-21T10:18:59.189Z,full_game_data (20).csv
Up,244,32,12,4,2025-05-21T10:18:59.201Z,full_game_data (20).csv
Right,244,32,2,3,2025-05-21T10:18:59.203Z,full_game_data (20).csv
Up,244,32,139,2,2025-05-21T10:18:59.342Z,full_game_data (20).csv
Right,248,32,22,2,2025-05-21T10:18:59.364Z,full_game_data (20).csv
Up,260,32,146,3,2025-05-21T10:18:59.510Z,full_game_data (20).csv
Right,268,32,13,3,2025-05-21T10:18:59.523Z,full_game_data (20).csv
Up,288,32,195,4,2025-05-21T10:18:59.718Z,full_game_data (20).csv
Right,320,32,11,4,2025-05-21T10:18:59.729Z,full_game_data (20).csv
Up,328,32,172,4,2025-05-21T10:18:59.901Z,full_game_data (20).csv
Up,332,32,436,4,2025-05-21T10:19:00.337Z,full_game_data (20).csv
Up,332,32,40,3,2025-05-21T10:19:00.377Z,full_game_data (20).csv
Up,336,32,372,3,2025-05-21T10:19:00.749Z,full_game_data (20).csv
Up,344,32,7,3,2025-05-21T10:19:00.756Z,full_game_data (20).csv
Up,364,32,170,4,2025-05-21T10:19:00.926Z,full_game_data (20).csv
Right,372,32,13,4,2025-05-21T10:19:00.939Z,full_game_data (20).csv
Up,376,32,244,4,2025-05-21T10:19:01.183Z,full_game_data (20).csv
Right,380,32,3,4,2025-05-21T10:19:01.186Z,full_game_data (20).csv
Up,380,32,143,3,2025-05-21T10:19:01.329Z,full_game_data (20).csv
Right,380,32,25,2,2025-05-21T10:19:01.354Z,full_game_data (20).csv
Left,384,32,1896,2,2025-05-21T10:19:03.250Z,full_game_data (20).csv
Up,392,32,24,2,2025-05-21T10:19:03.275Z,full_game_data (20).csv
Left,420,32,1035,4,2025-05-21T10:19:04.309Z,full_game_data (20).csv
Up,420,32,8,3,2025-05-21T10:19:04.317Z,full_game_data (20).csv
Left,440,32,947,4,2025-05-21T10:19:05.264Z,full_game_data (20).csv
Up,476,32,8,5,2025-05-21T10:19:05.272Z,full_game_data (20).csv
Up,548,64,1089,6,2025-05-21T10:19:06.361Z,full_game_data (20).csv
Left,568,64,21,7,2025-05-21T10:19:06.382Z,full_game_data (20).csv
Right,600,64,1664,7,2025-05-21T10:19:08.046Z,full_game_data (20).csv
Right,600,64,1654,6,2025-05-21T10:19:09.700Z,full_game_data (20).csv
Down,604,64,1179,6,2025-05-21T10:19:10.879Z,full_game_data (20).csv
Right,608,64,916,6,2025-05-21T10:19:11.795Z,full_game_data (20).csv
Up,680,64,852,7,2025-05-21T10:19:12.647Z,full_game_data (20).csv
Down,0,2,1381,14,2025-05-21T10:18:42.565Z,full_game_data (19).csv
Down,0,2,195,13,2025-05-21T10:18:42.760Z,full_game_data (19).csv
Up,4,4,282,13,2025-05-21T10:18:43.042Z,full_game_data (19).csv
Up,4,4,90,12,2025-05-21T10:18:43.133Z,full_game_data (19).csv
Down,4,4,444,11,2025-05-21T10:18:43.576Z,full_game_data (19).csv
Up,8,4,187,11,2025-05-21T10:18:43.763Z,full_game_data (19).csv
Down,8,4,357,10,2025-05-21T10:18:44.121Z,full_game_data (19).csv
Up,12,4,132,10,2025-05-21T10:18:44.252Z,full_game_data (19).csv
Down,12,4,207,9,2025-05-21T10:18:44.459Z,full_game_data (19).csv
Up,16,4,215,9,2025-05-21T10:18:44.674Z,full_game_data (19).csv
Down,16,4,230,8,2025-05-21T10:18:44.904Z,full_game_data (19).csv
Up,16,4,397,7,2025-05-21T10:18:45.301Z,full_game_data (19).csv
Down,20,4,75,7,2025-05-21T10:18:45.376Z,full_game_data (19).csv
Up,28,8,175,7,2025-05-21T10:18:45.552Z,full_game_data (19).csv
Down,32,8,221,7,2025-05-21T10:18:45.772Z,full_game_data (19).csv
Up,40,8,207,7,2025-05-21T10:18:45.980Z,full_game_data (19).csv
Down,44,8,237,7,2025-05-21T10:18:46.216Z,full_game_data (19).csv
Up,56,8,172,8,2025-05-21T10:18:46.388Z,full_game_data (19).csv
Down,56,8,256,7,2025-05-21T10:18:46.644Z,full_game_data (19).csv
Up,60,8,184,7,2025-05-21T10:18:46.829Z,full_game_data (19).csv
Down,60,8,248,6,2025-05-21T10:18:47.076Z,full_game_data (19).csv
Up,60,8,255,5,2025-05-21T10:18:47.331Z,full_game_data (19).csv
Down,64,8,164,5,2025-05-21T10:18:47.495Z,full_game_data (19).csv
Up,72,8,244,5,2025-05-21T10:18:47.739Z,full_game_data (19).csv
Up,72,8,195,4,2025-05-21T10:18:47.934Z,full_game_data (19).csv
Down,72,8,30,3,2025-05-21T10:18:47.964Z,full_game_data (19).csv
Up,76,8,181,3,2025-05-21T10:18:48.145Z,full_game_data (19).csv
Down,80,8,276,3,2025-05-21T10:18:48.421Z,full_game_data (19).csv
Up,84,8,193,3,2025-05-21T10:18:48.614Z,full_game_data (19).csv
Down,84,8,229,2,2025-05-21T10:18:48.843Z,full_game_data (19).csv
Up,84,8,9,1,2025-05-21T10:18:48.852Z,full_game_data (19).csv
Left,0,2,729,14,2025-05-21T10:18:19.282Z,full_game_data (18).csv
Up,0,2,9,13,2025-05-21T10:18:19.291Z,full_game_data (18).csv
Up,4,4,212,13,2025-05-21T10:18:19.503Z,full_game_data (18).csv
Up,4,4,492,12,2025-05-21T10:18:19.995Z,full_game_data (18).csv
Left,8,4,36,12,2025-05-21T10:18:20.031Z,full_game_data (18).csv
Up,16,8,299,12,2025-05-21T10:18:20.330Z,full_game_data (18).csv
Up,20,8,352,12,2025-05-21T10:18:20.682Z,full_game_data (18).csv
Up,20,8,193,11,2025-05-21T10:18:20.875Z,full_game_data (18).csv
Left,24,8,270,11,2025-05-21T10:18:21.145Z,full_game_data (18).csv
Up,24,8,47,10,2025-05-21T10:18:21.192Z,full_game_data (18).csv
Left,28,8,167,10,2025-05-21T10:18:21.359Z,full_game_data (18).csv
Up,28,8,171,9,2025-05-21T10:18:21.530Z,full_game_data (18).csv
Left,36,8,146,9,2025-05-21T10:18:21.676Z,full_game_data (18).csv
Up,40,8,263,9,2025-05-21T10:18:21.939Z,full_game_data (18).csv
Left,60,16,104,10,2025-05-21T10:18:22.043Z,full_game_data (18).csv
Up,68,16,245,10,2025-05-21T10:18:22.288Z,full_game_data (18).csv
Left,68,16,4,9,2025-05-21T10:18:22.292Z,full_game_data (18).csv
Up,68,16,150,8,2025-05-21T10:18:22.442Z,full_game_data (18).csv
Left,76,16,156,9,2025-05-21T10:18:22.599Z,full_game_data (18).csv
Up,76,16,311,8,2025-05-21T10:18:22.909Z,full_game_data (18).csv
Left,88,16,2,9,2025-05-21T10:18:22.911Z,full_game_data (18).csv
Up,88,16,264,8,2025-05-21T10:18:23.175Z,full_game_data (18).csv
Up,88,16,181,7,2025-05-21T10:18:23.356Z,full_game_data (18).csv
Left,92,16,174,7,2025-05-21T10:18:23.530Z,full_game_data (18).csv
Up,104,16,201,8,2025-05-21T10:18:23.731Z,full_game_data (18).csv
Left,104,16,145,7,2025-05-21T10:18:23.876Z,full_game_data (18).csv
Up,132,16,171,9,2025-05-21T10:18:24.047Z,full_game_data (18).csv
