Direction,Score,MaxTile,MoveTime(ms),EmptyTiles,Timestamp,SourceFile
Up,0,2,568,14,2025-05-21T10:23:13.835Z,full_game_data (30) (1).csv
Right,0,2,209,13,2025-05-21T10:23:14.045Z,full_game_data (30) (1).csv
Up,4,4,39,13,2025-05-21T10:23:14.083Z,full_game_data (30) (1).csv
Left,4,4,267,12,2025-05-21T10:23:14.350Z,full_game_data (30) (1).csv
Right,8,4,174,12,2025-05-21T10:23:14.525Z,full_game_data (30) (1).csv
Up,8,4,44,11,2025-05-21T10:23:14.568Z,full_game_data (30) (1).csv
Left,8,4,136,10,2025-05-21T10:23:14.704Z,full_game_data (30) (1).csv
Up,8,4,182,9,2025-05-21T10:23:14.886Z,full_game_data (30) (1).csv
Right,12,4,127,9,2025-05-21T10:23:15.013Z,full_game_data (30) (1).csv
Left,24,8,301,10,2025-05-21T10:23:15.314Z,full_game_data (30) (1).csv
Up,32,8,2,10,2025-05-21T10:23:15.316Z,full_game_data (30) (1).csv
Down,32,8,61,9,2025-05-21T10:23:15.377Z,full_game_data (30) (1).csv
Left,36,8,323,9,2025-05-21T10:23:15.700Z,full_game_data (30) (1).csv
Right,56,16,51,10,2025-05-21T10:23:15.751Z,full_game_data (30) (1).csv
Up,68,16,40,11,2025-05-21T10:23:15.791Z,full_game_data (30) (1).csv
Up,68,16,219,10,2025-05-21T10:23:16.010Z,full_game_data (30) (1).csv
Up,68,16,632,9,2025-05-21T10:23:16.642Z,full_game_data (30) (1).csv
Down,72,16,58,9,2025-05-21T10:23:16.700Z,full_game_data (30) (1).csv
Down,72,16,216,8,2025-05-21T10:23:16.916Z,full_game_data (30) (1).csv
Up,76,16,226,8,2025-05-21T10:23:17.142Z,full_game_data (30) (1).csv
Up,76,16,248,7,2025-05-21T10:23:17.390Z,full_game_data (30) (1).csv
Down,76,16,389,6,2025-05-21T10:23:17.779Z,full_game_data (30) (1).csv
Up,76,16,12,5,2025-05-21T10:23:17.791Z,full_game_data (30) (1).csv
Left,76,16,242,4,2025-05-21T10:23:18.033Z,full_game_data (30) (1).csv
Down,96,16,105,7,2025-05-21T10:23:18.138Z,full_game_data (30) (1).csv
Right,104,16,524,7,2025-05-21T10:23:18.662Z,full_game_data (30) (1).csv
Left,120,16,3,7,2025-05-21T10:23:18.665Z,full_game_data (30) (1).csv
Up,120,16,5,6,2025-05-21T10:23:18.670Z,full_game_data (30) (1).csv
Down,124,16,301,6,2025-05-21T10:23:18.971Z,full_game_data (30) (1).csv
Right,124,16,21,5,2025-05-21T10:23:18.993Z,full_game_data (30) (1).csv
Up,136,16,187,6,2025-05-21T10:23:19.179Z,full_game_data (30) (1).csv
Down,152,16,63,6,2025-05-21T10:23:19.242Z,full_game_data (30) (1).csv
Right,188,32,73,7,2025-05-21T10:23:19.315Z,full_game_data (30) (1).csv
Right,188,32,156,6,2025-05-21T10:23:19.471Z,full_game_data (30) (1).csv
Up,192,32,237,6,2025-05-21T10:23:19.708Z,full_game_data (30) (1).csv
Left,204,32,64,7,2025-05-21T10:23:19.772Z,full_game_data (30) (1).csv
Down,212,32,236,7,2025-05-21T10:23:20.008Z,full_game_data (30) (1).csv
Right,212,32,43,6,2025-05-21T10:23:20.051Z,full_game_data (30) (1).csv
Down,220,32,167,7,2025-05-21T10:23:20.218Z,full_game_data (30) (1).csv
Right,220,32,12,6,2025-05-21T10:23:20.230Z,full_game_data (30) (1).csv
Up,228,32,294,6,2025-05-21T10:23:20.524Z,full_game_data (30) (1).csv
Right,248,32,8,7,2025-05-21T10:23:20.532Z,full_game_data (30) (1).csv
Up,248,32,256,6,2025-05-21T10:23:20.788Z,full_game_data (30) (1).csv
Right,252,32,19,6,2025-05-21T10:23:20.807Z,full_game_data (30) (1).csv
Left,264,32,49,7,2025-05-21T10:23:20.856Z,full_game_data (30) (1).csv
Up,280,32,205,7,2025-05-21T10:23:21.061Z,full_game_data (30) (1).csv
Left,316,32,566,8,2025-05-21T10:23:21.627Z,full_game_data (30) (1).csv
Up,316,32,8,7,2025-05-21T10:23:21.635Z,full_game_data (30) (1).csv
Right,328,32,2,8,2025-05-21T10:23:21.637Z,full_game_data (30) (1).csv
Down,328,32,4,7,2025-05-21T10:23:21.641Z,full_game_data (30) (1).csv
Left,332,32,203,7,2025-05-21T10:23:21.844Z,full_game_data (30) (1).csv
Left,332,32,73,6,2025-05-21T10:23:21.917Z,full_game_data (30) (1).csv
Right,336,32,143,6,2025-05-21T10:23:22.060Z,full_game_data (30) (1).csv
Up,336,32,40,5,2025-05-21T10:23:22.100Z,full_game_data (30) (1).csv
Down,336,32,309,4,2025-05-21T10:23:22.409Z,full_game_data (30) (1).csv
Left,336,32,174,3,2025-05-21T10:23:22.583Z,full_game_data (30) (1).csv
Up,344,32,90,4,2025-05-21T10:23:22.673Z,full_game_data (30) (1).csv
Down,352,32,324,4,2025-05-21T10:23:22.997Z,full_game_data (30) (1).csv
Right,356,32,11,4,2025-05-21T10:23:23.009Z,full_game_data (30) (1).csv
Left,368,32,400,5,2025-05-21T10:23:23.408Z,full_game_data (30) (1).csv
Up,384,32,58,5,2025-05-21T10:23:23.466Z,full_game_data (30) (1).csv
Down,384,32,299,4,2025-05-21T10:23:23.765Z,full_game_data (30) (1).csv
Left,384,32,236,3,2025-05-21T10:23:24.001Z,full_game_data (30) (1).csv
Left,388,32,136,3,2025-05-21T10:23:24.137Z,full_game_data (30) (1).csv
Up,396,32,115,3,2025-05-21T10:23:24.252Z,full_game_data (30) (1).csv
Right,400,32,379,3,2025-05-21T10:23:24.631Z,full_game_data (30) (1).csv
Left,408,32,291,3,2025-05-21T10:23:24.922Z,full_game_data (30) (1).csv
Right,412,32,196,3,2025-05-21T10:23:25.118Z,full_game_data (30) (1).csv
Left,412,32,215,2,2025-05-21T10:23:25.333Z,full_game_data (30) (1).csv
Up,412,32,175,1,2025-05-21T10:23:25.508Z,full_game_data (30) (1).csv
Right,464,32,398,3,2025-05-21T10:23:25.906Z,full_game_data (30) (1).csv
Down,540,64,20,5,2025-05-21T10:23:25.926Z,full_game_data (30) (1).csv
Left,540,64,243,4,2025-05-21T10:23:26.169Z,full_game_data (30) (1).csv
Up,548,64,294,4,2025-05-21T10:23:26.463Z,full_game_data (30) (1).csv
Up,548,64,343,3,2025-05-21T10:23:26.806Z,full_game_data (30) (1).csv
Down,548,64,427,2,2025-05-21T10:23:27.233Z,full_game_data (30) (1).csv
Down,552,64,161,2,2025-05-21T10:23:27.394Z,full_game_data (30) (1).csv
Up,552,64,335,1,2025-05-21T10:23:27.729Z,full_game_data (30) (1).csv
Right,556,64,211,1,2025-05-21T10:23:27.940Z,full_game_data (30) (1).csv
Left,580,64,233,2,2025-05-21T10:23:28.173Z,full_game_data (30) (1).csv
Right,600,64,154,3,2025-05-21T10:23:28.327Z,full_game_data (30) (1).csv
Left,604,64,195,3,2025-05-21T10:23:28.522Z,full_game_data (30) (1).csv
Right,604,64,266,2,2025-05-21T10:23:28.788Z,full_game_data (30) (1).csv
Left,604,64,168,1,2025-05-21T10:23:28.957Z,full_game_data (30) (1).csv
Up,608,64,179,1,2025-05-21T10:23:29.135Z,full_game_data (30) (1).csv
Right,624,64,68,2,2025-05-21T10:23:29.203Z,full_game_data (30) (1).csv
Down,628,64,367,2,2025-05-21T10:23:29.570Z,full_game_data (30) (1).csv
Left,632,64,208,2,2025-05-21T10:23:29.778Z,full_game_data (30) (1).csv
Up,668,64,123,3,2025-05-21T10:23:29.901Z,full_game_data (30) (1).csv
Down,684,64,262,3,2025-05-21T10:23:30.163Z,full_game_data (30) (1).csv
Right,684,64,27,2,2025-05-21T10:23:30.190Z,full_game_data (30) (1).csv
Right,696,64,103,3,2025-05-21T10:23:30.293Z,full_game_data (30) (1).csv
Left,704,64,45,3,2025-05-21T10:23:30.338Z,full_game_data (30) (1).csv
Left,704,64,69,2,2025-05-21T10:23:30.407Z,full_game_data (30) (1).csv
Up,708,64,47,2,2025-05-21T10:23:30.454Z,full_game_data (30) (1).csv
Right,716,64,513,3,2025-05-21T10:23:30.967Z,full_game_data (30) (1).csv
Up,716,64,206,2,2025-05-21T10:23:31.173Z,full_game_data (30) (1).csv
Right,724,64,261,2,2025-05-21T10:23:31.434Z,full_game_data (30) (1).csv
Down,744,64,9,3,2025-05-21T10:23:31.443Z,full_game_data (30) (1).csv
Up,744,64,393,2,2025-05-21T10:23:31.836Z,full_game_data (30) (1).csv
Right,748,64,706,2,2025-05-21T10:23:32.542Z,full_game_data (30) (1).csv
Down,748,64,42,1,2025-05-21T10:23:32.584Z,full_game_data (30) (1).csv
Up,0,2,609,14,2025-05-21T10:22:54.367Z,full_game_data (29).csv
Right,4,4,490,14,2025-05-21T10:22:54.857Z,full_game_data (29).csv
Up,4,4,276,13,2025-05-21T10:22:55.133Z,full_game_data (29).csv
Right,4,4,48,12,2025-05-21T10:22:55.181Z,full_game_data (29).csv
Left,4,4,17,11,2025-05-21T10:22:55.198Z,full_game_data (29).csv
Down,8,4,564,11,2025-05-21T10:22:55.762Z,full_game_data (29).csv
Down,8,4,129,10,2025-05-21T10:22:55.891Z,full_game_data (29).csv
Right,8,4,11,9,2025-05-21T10:22:55.902Z,full_game_data (29).csv
Left,16,4,284,10,2025-05-21T10:22:56.186Z,full_game_data (29).csv
Right,24,8,3,10,2025-05-21T10:22:56.189Z,full_game_data (29).csv
Up,24,8,7,9,2025-05-21T10:22:56.196Z,full_game_data (29).csv
Up,28,8,299,9,2025-05-21T10:22:56.495Z,full_game_data (29).csv
Right,36,8,73,9,2025-05-21T10:22:56.568Z,full_game_data (29).csv
Down,40,8,161,9,2025-05-21T10:22:56.729Z,full_game_data (29).csv
Left,40,8,209,8,2025-05-21T10:22:56.938Z,full_game_data (29).csv
Up,60,16,135,9,2025-05-21T10:22:57.073Z,full_game_data (29).csv
Up,72,16,287,10,2025-05-21T10:22:57.360Z,full_game_data (29).csv
Right,72,16,61,9,2025-05-21T10:22:57.421Z,full_game_data (29).csv
Left,80,16,185,9,2025-05-21T10:22:57.606Z,full_game_data (29).csv
Down,96,16,380,9,2025-05-21T10:22:57.986Z,full_game_data (29).csv
Left,100,16,72,9,2025-05-21T10:22:58.058Z,full_game_data (29).csv
Down,140,32,18,11,2025-05-21T10:22:58.076Z,full_game_data (29).csv
Right,140,32,5,10,2025-05-21T10:22:58.081Z,full_game_data (29).csv
Right,148,32,227,10,2025-05-21T10:22:58.308Z,full_game_data (29).csv
Down,148,32,240,9,2025-05-21T10:22:58.548Z,full_game_data (29).csv
Up,152,32,8,9,2025-05-21T10:22:58.556Z,full_game_data (29).csv
Left,152,32,86,8,2025-05-21T10:22:58.643Z,full_game_data (29).csv
Right,156,32,335,8,2025-05-21T10:22:58.977Z,full_game_data (29).csv
Up,164,32,593,8,2025-05-21T10:22:59.570Z,full_game_data (29).csv
Down,168,32,29,8,2025-05-21T10:22:59.599Z,full_game_data (29).csv
Down,176,32,365,8,2025-05-21T10:22:59.964Z,full_game_data (29).csv
Right,196,32,336,9,2025-05-21T10:23:00.300Z,full_game_data (29).csv
Up,200,32,200,9,2025-05-21T10:23:00.500Z,full_game_data (29).csv
Left,200,32,73,8,2025-05-21T10:23:00.573Z,full_game_data (29).csv
Up,204,32,547,8,2025-05-21T10:23:01.120Z,full_game_data (29).csv
Right,212,32,3,8,2025-05-21T10:23:01.123Z,full_game_data (29).csv
Right,216,32,6,8,2025-05-21T10:23:01.129Z,full_game_data (29).csv
Down,224,32,111,8,2025-05-21T10:23:01.240Z,full_game_data (29).csv
Up,240,32,212,8,2025-05-21T10:23:01.453Z,full_game_data (29).csv
Right,272,32,301,8,2025-05-21T10:23:01.753Z,full_game_data (29).csv
Up,276,32,33,8,2025-05-21T10:23:01.786Z,full_game_data (29).csv
Left,280,32,262,8,2025-05-21T10:23:02.048Z,full_game_data (29).csv
Down,284,32,9,8,2025-05-21T10:23:02.057Z,full_game_data (29).csv
Up,284,32,10,7,2025-05-21T10:23:02.067Z,full_game_data (29).csv
Up,288,32,306,7,2025-05-21T10:23:02.373Z,full_game_data (29).csv
Right,288,32,349,6,2025-05-21T10:23:02.722Z,full_game_data (29).csv
Left,292,32,211,6,2025-05-21T10:23:02.933Z,full_game_data (29).csv
Right,292,32,5,5,2025-05-21T10:23:02.938Z,full_game_data (29).csv
Down,292,32,54,4,2025-05-21T10:23:02.992Z,full_game_data (29).csv
Left,304,32,145,5,2025-05-21T10:23:03.137Z,full_game_data (29).csv
Right,308,32,213,5,2025-05-21T10:23:03.350Z,full_game_data (29).csv
Down,316,32,27,5,2025-05-21T10:23:03.377Z,full_game_data (29).csv
Left,408,64,245,8,2025-05-21T10:23:03.622Z,full_game_data (29).csv
Up,416,64,3,8,2025-05-21T10:23:03.625Z,full_game_data (29).csv
Down,436,64,56,9,2025-05-21T10:23:03.681Z,full_game_data (29).csv
Right,436,64,6,8,2025-05-21T10:23:03.687Z,full_game_data (29).csv
Left,436,64,387,7,2025-05-21T10:23:04.074Z,full_game_data (29).csv
Right,436,64,239,6,2025-05-21T10:23:04.313Z,full_game_data (29).csv
Left,440,64,38,6,2025-05-21T10:23:04.352Z,full_game_data (29).csv
Up,444,64,64,6,2025-05-21T10:23:04.415Z,full_game_data (29).csv
Down,444,64,523,5,2025-05-21T10:23:04.938Z,full_game_data (29).csv
Up,448,64,169,5,2025-05-21T10:23:05.107Z,full_game_data (29).csv
Right,448,64,251,4,2025-05-21T10:23:05.359Z,full_game_data (29).csv
Up,452,64,167,4,2025-05-21T10:23:05.525Z,full_game_data (29).csv
Left,460,64,169,4,2025-05-21T10:23:05.694Z,full_game_data (29).csv
Left,496,64,4,5,2025-05-21T10:23:05.698Z,full_game_data (29).csv
Up,496,64,117,4,2025-05-21T10:23:05.815Z,full_game_data (29).csv
Up,524,64,248,6,2025-05-21T10:23:06.063Z,full_game_data (29).csv
Right,524,64,258,5,2025-05-21T10:23:06.321Z,full_game_data (29).csv
Down,540,64,114,7,2025-05-21T10:23:06.435Z,full_game_data (29).csv
Up,564,64,248,8,2025-05-21T10:23:06.683Z,full_game_data (29).csv
Right,564,64,330,7,2025-05-21T10:23:07.013Z,full_game_data (29).csv
Left,568,64,432,7,2025-05-21T10:23:07.445Z,full_game_data (29).csv
Left,568,64,5,6,2025-05-21T10:23:07.450Z,full_game_data (29).csv
Right,572,64,2,6,2025-05-21T10:23:07.452Z,full_game_data (29).csv
Left,572,64,240,5,2025-05-21T10:23:07.692Z,full_game_data (29).csv
Right,572,64,461,4,2025-05-21T10:23:08.153Z,full_game_data (29).csv
Up,572,64,93,3,2025-05-21T10:23:08.246Z,full_game_data (29).csv
Right,588,64,99,5,2025-05-21T10:23:08.345Z,full_game_data (29).csv
Right,596,64,272,5,2025-05-21T10:23:08.617Z,full_game_data (29).csv
Left,600,64,202,5,2025-05-21T10:23:08.819Z,full_game_data (29).csv
Up,600,64,19,4,2025-05-21T10:23:08.838Z,full_game_data (29).csv
Left,604,64,260,4,2025-05-21T10:23:09.098Z,full_game_data (29).csv
Up,632,64,82,6,2025-05-21T10:23:09.181Z,full_game_data (29).csv
Up,632,64,351,5,2025-05-21T10:23:09.531Z,full_game_data (29).csv
Left,632,64,279,4,2025-05-21T10:23:09.810Z,full_game_data (29).csv
Up,668,64,271,5,2025-05-21T10:23:10.081Z,full_game_data (29).csv
Right,732,64,77,5,2025-05-21T10:23:10.158Z,full_game_data (29).csv
Up,732,64,551,4,2025-05-21T10:23:10.709Z,full_game_data (29).csv
Right,0,2,462,14,2025-05-21T10:22:35.799Z,full_game_data (28).csv
Up,0,2,8,13,2025-05-21T10:22:35.807Z,full_game_data (28).csv
Left,4,4,143,13,2025-05-21T10:22:35.950Z,full_game_data (28).csv
Up,4,4,463,12,2025-05-21T10:22:36.413Z,full_game_data (28).csv
Down,8,4,11,12,2025-05-21T10:22:36.424Z,full_game_data (28).csv
Down,16,8,132,12,2025-05-21T10:22:36.556Z,full_game_data (28).csv
Down,20,8,383,12,2025-05-21T10:22:36.939Z,full_game_data (28).csv
Up,20,8,105,11,2025-05-21T10:22:37.044Z,full_game_data (28).csv
Up,24,8,514,11,2025-05-21T10:22:37.558Z,full_game_data (28).csv
Left,24,8,176,10,2025-05-21T10:22:37.734Z,full_game_data (28).csv
Up,36,8,37,11,2025-05-21T10:22:37.771Z,full_game_data (28).csv
Right,36,8,38,10,2025-05-21T10:22:37.809Z,full_game_data (28).csv
Down,56,16,121,11,2025-05-21T10:22:37.930Z,full_game_data (28).csv
Left,56,16,98,10,2025-05-21T10:22:38.028Z,full_game_data (28).csv
Right,56,16,330,9,2025-05-21T10:22:38.358Z,full_game_data (28).csv
Down,56,16,76,8,2025-05-21T10:22:38.434Z,full_game_data (28).csv
Left,60,16,152,8,2025-05-21T10:22:38.586Z,full_game_data (28).csv
Right,60,16,132,7,2025-05-21T10:22:38.718Z,full_game_data (28).csv
Up,60,16,9,6,2025-05-21T10:22:38.727Z,full_game_data (28).csv
Down,76,16,401,8,2025-05-21T10:22:39.128Z,full_game_data (28).csv
Right,84,16,8,8,2025-05-21T10:22:39.136Z,full_game_data (28).csv
Up,88,16,72,8,2025-05-21T10:22:39.208Z,full_game_data (28).csv
Left,104,16,148,8,2025-05-21T10:22:39.356Z,full_game_data (28).csv
Up,116,16,259,9,2025-05-21T10:22:39.615Z,full_game_data (28).csv
Up,120,16,11,9,2025-05-21T10:22:39.626Z,full_game_data (28).csv
Right,120,16,3,8,2025-05-21T10:22:39.629Z,full_game_data (28).csv
Down,120,16,2,7,2025-05-21T10:22:39.631Z,full_game_data (28).csv
Up,124,16,218,7,2025-05-21T10:22:39.849Z,full_game_data (28).csv
Right,128,16,222,7,2025-05-21T10:22:40.071Z,full_game_data (28).csv
Down,148,16,2,9,2025-05-21T10:22:40.073Z,full_game_data (28).csv
Left,148,16,82,8,2025-05-21T10:22:40.155Z,full_game_data (28).csv
Right,164,16,96,8,2025-05-21T10:22:40.251Z,full_game_data (28).csv
Up,168,16,44,8,2025-05-21T10:22:40.295Z,full_game_data (28).csv
Left,212,32,150,10,2025-05-21T10:22:40.445Z,full_game_data (28).csv
Right,212,32,438,9,2025-05-21T10:22:40.883Z,full_game_data (28).csv
Down,212,32,30,8,2025-05-21T10:22:40.913Z,full_game_data (28).csv
Left,216,32,16,8,2025-05-21T10:22:40.929Z,full_game_data (28).csv
Up,216,32,34,7,2025-05-21T10:22:40.963Z,full_game_data (28).csv
Right,216,32,57,6,2025-05-21T10:22:41.020Z,full_game_data (28).csv
Left,220,32,222,6,2025-05-21T10:22:41.242Z,full_game_data (28).csv
Up,220,32,76,5,2025-05-21T10:22:41.319Z,full_game_data (28).csv
Right,220,32,128,4,2025-05-21T10:22:41.446Z,full_game_data (28).csv
Down,228,32,392,5,2025-05-21T10:22:41.838Z,full_game_data (28).csv
Left,228,32,5,4,2025-05-21T10:22:41.843Z,full_game_data (28).csv
Up,236,32,3,4,2025-05-21T10:22:41.846Z,full_game_data (28).csv
Right,252,32,58,4,2025-05-21T10:22:41.904Z,full_game_data (28).csv
Left,288,32,192,5,2025-05-21T10:22:42.096Z,full_game_data (28).csv
Right,300,32,224,6,2025-05-21T10:22:42.320Z,full_game_data (28).csv
Left,308,32,152,6,2025-05-21T10:22:42.472Z,full_game_data (28).csv
Up,308,32,285,5,2025-05-21T10:22:42.757Z,full_game_data (28).csv
Left,392,64,206,7,2025-05-21T10:22:42.963Z,full_game_data (28).csv
Up,392,64,157,6,2025-05-21T10:22:43.120Z,full_game_data (28).csv
Down,392,64,257,5,2025-05-21T10:22:43.377Z,full_game_data (28).csv
Right,392,64,285,4,2025-05-21T10:22:43.662Z,full_game_data (28).csv
Left,404,64,203,6,2025-05-21T10:22:43.865Z,full_game_data (28).csv
Right,412,64,113,6,2025-05-21T10:22:43.978Z,full_game_data (28).csv
Up,412,64,82,5,2025-05-21T10:22:44.061Z,full_game_data (28).csv
Up,412,64,302,4,2025-05-21T10:22:44.362Z,full_game_data (28).csv
Right,412,64,186,3,2025-05-21T10:22:44.548Z,full_game_data (28).csv
Down,420,64,289,4,2025-05-21T10:22:44.837Z,full_game_data (28).csv
Left,428,64,2,4,2025-05-21T10:22:44.839Z,full_game_data (28).csv
Up,436,64,146,4,2025-05-21T10:22:44.985Z,full_game_data (28).csv
Right,440,64,42,4,2025-05-21T10:22:45.027Z,full_game_data (28).csv
Up,448,64,441,4,2025-05-21T10:22:45.468Z,full_game_data (28).csv
Left,452,64,180,4,2025-05-21T10:22:45.648Z,full_game_data (28).csv
Up,472,64,167,5,2025-05-21T10:22:45.815Z,full_game_data (28).csv
Right,472,64,45,4,2025-05-21T10:22:45.860Z,full_game_data (28).csv
Left,476,64,86,4,2025-05-21T10:22:45.946Z,full_game_data (28).csv
Up,488,64,378,5,2025-05-21T10:22:46.324Z,full_game_data (28).csv
Right,504,64,353,5,2025-05-21T10:22:46.677Z,full_game_data (28).csv
Up,540,64,8,6,2025-05-21T10:22:46.685Z,full_game_data (28).csv
Up,540,64,191,5,2025-05-21T10:22:46.876Z,full_game_data (28).csv
Up,540,64,230,4,2025-05-21T10:22:47.106Z,full_game_data (28).csv
Left,544,64,247,4,2025-05-21T10:22:47.353Z,full_game_data (28).csv
Right,544,64,16,3,2025-05-21T10:22:47.369Z,full_game_data (28).csv
Down,544,64,83,2,2025-05-21T10:22:47.452Z,full_game_data (28).csv
Up,556,64,227,3,2025-05-21T10:22:47.679Z,full_game_data (28).csv
Right,556,64,329,2,2025-05-21T10:22:48.008Z,full_game_data (28).csv
Down,576,64,93,3,2025-05-21T10:22:48.101Z,full_game_data (28).csv
Left,580,64,192,3,2025-05-21T10:22:48.293Z,full_game_data (28).csv
Right,600,64,144,5,2025-05-21T10:22:48.437Z,full_game_data (28).csv
Left,616,64,278,5,2025-05-21T10:22:48.715Z,full_game_data (28).csv
Up,616,64,255,4,2025-05-21T10:22:48.970Z,full_game_data (28).csv
Up,616,64,200,3,2025-05-21T10:22:49.170Z,full_game_data (28).csv
Left,616,64,71,2,2025-05-21T10:22:49.241Z,full_game_data (28).csv
Right,620,64,135,2,2025-05-21T10:22:49.376Z,full_game_data (28).csv
Down,632,64,56,3,2025-05-21T10:22:49.432Z,full_game_data (28).csv
Left,632,64,470,2,2025-05-21T10:22:49.902Z,full_game_data (28).csv
Right,644,64,8,3,2025-05-21T10:22:49.910Z,full_game_data (28).csv
Up,648,64,3,3,2025-05-21T10:22:49.913Z,full_game_data (28).csv
Right,652,64,242,3,2025-05-21T10:22:50.155Z,full_game_data (28).csv
Up,652,64,298,2,2025-05-21T10:22:50.453Z,full_game_data (28).csv
Right,652,64,336,1,2025-05-21T10:22:50.789Z,full_game_data (28).csv
Up,0,2,927,14,2025-05-21T10:22:22.948Z,full_game_data (27).csv
Up,4,4,92,14,2025-05-21T10:22:23.041Z,full_game_data (27).csv
Left,4,4,100,13,2025-05-21T10:22:23.140Z,full_game_data (27).csv
Up,4,4,100,12,2025-05-21T10:22:23.240Z,full_game_data (27).csv
Up,4,4,311,11,2025-05-21T10:22:23.551Z,full_game_data (27).csv
Up,8,4,112,11,2025-05-21T10:22:23.663Z,full_game_data (27).csv
Up,16,8,425,11,2025-05-21T10:22:24.088Z,full_game_data (27).csv
Left,20,8,48,11,2025-05-21T10:22:24.136Z,full_game_data (27).csv
Up,20,8,178,10,2025-05-21T10:22:24.314Z,full_game_data (27).csv
Left,24,8,294,10,2025-05-21T10:22:24.608Z,full_game_data (27).csv
Up,24,8,1,9,2025-05-21T10:22:24.609Z,full_game_data (27).csv
Left,28,8,114,9,2025-05-21T10:22:24.723Z,full_game_data (27).csv
Up,40,8,164,10,2025-05-21T10:22:24.887Z,full_game_data (27).csv
Left,40,8,39,9,2025-05-21T10:22:24.926Z,full_game_data (27).csv
Right,68,16,388,11,2025-05-21T10:22:25.314Z,full_game_data (27).csv
Right,68,16,418,10,2025-05-21T10:22:25.732Z,full_game_data (27).csv
Up,68,16,151,9,2025-05-21T10:22:25.883Z,full_game_data (27).csv
Right,72,16,81,9,2025-05-21T10:22:25.964Z,full_game_data (27).csv
Left,76,16,219,9,2025-05-21T10:22:26.183Z,full_game_data (27).csv
Down,76,16,140,8,2025-05-21T10:22:26.324Z,full_game_data (27).csv
Left,76,16,169,7,2025-05-21T10:22:26.492Z,full_game_data (27).csv
Right,80,16,24,7,2025-05-21T10:22:26.516Z,full_game_data (27).csv
Down,80,16,309,6,2025-05-21T10:22:26.825Z,full_game_data (27).csv
Left,80,16,154,5,2025-05-21T10:22:26.980Z,full_game_data (27).csv
Right,84,16,37,5,2025-05-21T10:22:27.016Z,full_game_data (27).csv
Up,92,16,177,5,2025-05-21T10:22:27.193Z,full_game_data (27).csv
Down,112,16,246,6,2025-05-21T10:22:27.439Z,full_game_data (27).csv
Down,152,32,374,7,2025-05-21T10:22:27.813Z,full_game_data (27).csv
Down,152,32,23,6,2025-05-21T10:22:27.836Z,full_game_data (27).csv
Down,156,32,181,6,2025-05-21T10:22:28.017Z,full_game_data (27).csv
Down,156,32,189,5,2025-05-21T10:22:28.206Z,full_game_data (27).csv
Down,156,32,187,4,2025-05-21T10:22:28.393Z,full_game_data (27).csv
Down,160,32,200,4,2025-05-21T10:22:28.594Z,full_game_data (27).csv
Down,172,32,352,5,2025-05-21T10:22:28.945Z,full_game_data (27).csv
Down,172,32,8,4,2025-05-21T10:22:28.953Z,full_game_data (27).csv
Down,176,32,168,4,2025-05-21T10:22:29.121Z,full_game_data (27).csv
Down,176,32,296,3,2025-05-21T10:22:29.417Z,full_game_data (27).csv
Down,176,32,80,2,2025-05-21T10:22:29.497Z,full_game_data (27).csv
Down,180,32,203,2,2025-05-21T10:22:29.700Z,full_game_data (27).csv
Down,180,32,329,1,2025-05-21T10:22:30.029Z,full_game_data (27).csv
Down,184,32,120,1,2025-05-21T10:22:30.149Z,full_game_data (27).csv
Down,192,32,256,1,2025-05-21T10:22:30.405Z,full_game_data (27).csv
Down,196,32,250,1,2025-05-21T10:22:30.656Z,full_game_data (27).csv
Up,0,2,807,14,2025-05-21T10:22:04.162Z,full_game_data (26).csv
Up,0,2,144,13,2025-05-21T10:22:04.305Z,full_game_data (26).csv
Right,0,2,468,12,2025-05-21T10:22:04.773Z,full_game_data (26).csv
Left,4,4,2,12,2025-05-21T10:22:04.775Z,full_game_data (26).csv
Up,4,4,75,11,2025-05-21T10:22:04.850Z,full_game_data (26).csv
Left,8,4,120,11,2025-05-21T10:22:04.970Z,full_game_data (26).csv
Up,12,4,433,11,2025-05-21T10:22:05.403Z,full_game_data (26).csv
Left,24,8,351,12,2025-05-21T10:22:05.754Z,full_game_data (26).csv
Right,24,8,222,11,2025-05-21T10:22:05.976Z,full_game_data (26).csv
Left,24,8,422,10,2025-05-21T10:22:06.398Z,full_game_data (26).csv
Up,24,8,95,9,2025-05-21T10:22:06.493Z,full_game_data (26).csv
Up,32,8,164,10,2025-05-21T10:22:06.657Z,full_game_data (26).csv
Up,48,8,251,11,2025-05-21T10:22:06.908Z,full_game_data (26).csv
Right,64,16,246,11,2025-05-21T10:22:07.154Z,full_game_data (26).csv
Down,68,16,107,11,2025-05-21T10:22:07.261Z,full_game_data (26).csv
Left,68,16,205,10,2025-05-21T10:22:07.466Z,full_game_data (26).csv
Right,72,16,286,10,2025-05-21T10:22:07.752Z,full_game_data (26).csv
Left,72,16,269,9,2025-05-21T10:22:08.021Z,full_game_data (26).csv
Up,72,16,34,8,2025-05-21T10:22:08.055Z,full_game_data (26).csv
Left,76,16,530,8,2025-05-21T10:22:08.585Z,full_game_data (26).csv
Up,80,16,3,8,2025-05-21T10:22:08.588Z,full_game_data (26).csv
Up,96,16,171,9,2025-05-21T10:22:08.759Z,full_game_data (26).csv
Up,100,16,314,9,2025-05-21T10:22:09.073Z,full_game_data (26).csv
